64 GRAN PREMIO RINASCITA | 2026-03-29 | x1 | no_match
35 NOVARA SUNO | 2026-03-29 | x1 | no_match
TROFEO IREN | 2026-03-29 | x1 | no_match
61 COPPA D DENTONI | 2026-03-29 | x1 | no_match
61 COPPA D DENTONI | 2026-03-29 | x1 | no_match
GRAN PREMIO FIORITURA | 2026-03-29 | x1 | no_match
106 TARGA D'ORO CITTA' DI LEGNANO | 2026-03-29 | x1 | no_match
106 TARGA D'ORO DONNE ESORDIENTI PRIMO ANNO | 2026-03-29 | x1 | no_match
106 TARGA D'ORO DONNE ESORDIENTI SECONDO ANNO | 2026-03-29 | x1 | no_match
GRAN PREMIO ROTHOBLAAS GARA IN LINEA | 2026-03-29 | x1 | no_match
GRAN PREMIO ROTHOBLAAS CRONOMETRO INDIVIDUALE | 2026-03-29 | x1 | no_match
64 GRAN PREMIO RINASCITA | 2026-03-29 | x1 | no_match
52 GRAN PREMIO PINO COZZI | 2026-03-29 | x1 | no_match
7 TROFEO QUADRE CITTA' DI CHIARI | 2026-03-29 | x1 | no_match
GRAN PREMIO FIORITURA | 2026-03-29 | x1 | no_match
16 TROFEO COMUNE DI SALIZZOLE | 2026-03-29 | x1 | no_match
GRAN PREMIO RESISTENZA E CADUTI CASTELLETTESI | 2026-03-29 | x1 | no_match
23 COPPA CROCE AZZURRA PONTASSIEVE | 2026-03-29 | x1 | no_match
28 MEMORIAL FRANCESCA ALOTTA | 2026-03-29 | x1 | no_match
28 MEMORIAL FRANCESCA ALOTTA GARA UNICA | 2026-03-29 | x1 | no_match
28 MEMORIAL FRANCESCA ALOTTA GARA UNICA | 2026-03-29 | x1 | no_match
COPPA CITTA' DI OLBIA GARA UNICA | 2026-03-29 | x1 | no_match
COPPA CITTA' DI OLBIA GARA UNICA | 2026-03-29 | x1 | no_match
7 TROFEO QUADRE CITTA' DI CHIARI | 2026-03-29 | x1 | no_match
7 TROFEO QUADRE CITTA' DI CHIARI | 2026-03-29 | x1 | no_match
GRAN PREMIO FIORITURA | 2026-03-29 | x1 | no_match
GRAN PREMIO FIORITURA | 2026-03-29 | x1 | no_match
16 TROFEO COMUNE DI SALIZZOLE | 2026-03-29 | x1 | no_match
16 TROFEO COMUNE DI SALIZZOLE | 2026-03-29 | x1 | no_match
MEMORIAL BESOZZI | 2026-03-29 | x1 | no_match
MEMORIAL BESOZZI | 2026-03-29 | x1 | no_match
15 MEMORIAL TOMMASO CAVORSO | 2026-03-29 | x1 | no_match
15 MEMORIAL TOMMASO CAVORSO | 2026-03-29 | x1 | no_match
GRAN PREMIO MARCELLO FALCONE | 2026-03-29 | x1 | no_match
5 MEMORIAL GIUSEPPA PATELLARO | 2026-03-29 | x1 | no_match
5 MEMORIAL GIUSEPPA PATELLARO | 2026-03-29 | x1 | no_match
75 GRAN PREMIO FIERA DELLA POSSENTA | 2026-03-28 | x1 | no_match
E3 SAXO CLASSIC | 2026-03-27 | x3 | keyword_match
22 TROFEO RISTORANTE ALLA COLOMBERA | 2026-03-22 | x1 | no_match
73 COPPA SENIO | 2026-03-22 | x1 | no_match
MEMORIAL ENNIO BONGIORNI | 2026-03-22 | x1 | no_match
57 VARESE ANGERA | 2026-03-22 | x1 | no_match
2 GRAN PREMIO CADELBOSCO DI SOPRA | 2026-03-22 | x1 | no_match
TROFEO PIZZATO | 2026-03-22 | x1 | no_match
15 TROFEO VINI TERRE GAIE | 2026-03-22 | x1 | no_match
15 TROFEO VINI TERRE GAIE DONNE ESORDIENTI PRIMO ANNO | 2026-03-22 | x1 | no_match
15 TROFEO VINI TERRE GAIE DONNE ESORDIENTI SECONDO ANNO | 2026-03-22 | x1 | no_match
2 GRAN PREMIO CADELBOSCO DI SOPRA | 2026-03-22 | x1 | no_match
2 GRAN PREMIO CADELBOSCO DI SOPRA | 2026-03-22 | x1 | no_match
51 GRAN PREMIO CITTA' DI MONSELICE | 2026-03-22 | x1 | no_match
51 GRAN PREMIO CITTA' DI MONSELICE | 2026-03-22 | x1 | no_match
MEMORIAL ENNIO BONGIORNI | 2026-03-22 | x1 | no_match
MEMORIAL ENNIO BONGIORNI | 2026-03-22 | x1 | no_match
GIRO DELL'APPENNINO DONNE | 2026-03-22 | x1 | no_match
MILANO SANREMO DONNE | 2026-03-21 | x1 | no_match
75 COPPA GIUSEPPE CEI | 2026-03-15 | x1 | no_match
MEMORIAL MICHELA FANINI | 2026-03-15 | x1 | no_match
109 POPOLARISSIMA | 2026-03-15 | x1 | no_match
13 PICCOLO TROFEO ALFREDO BINDA VALLI DEL VERBANO | 2026-03-15 | x1 | no_match
65 GRAN PREMIO SAN GIUSEPPE UNDER23 | 2026-03-15 | x1 | no_match
85 CIRCUITO DI ORSAGO | 2026-03-15 | x1 | no_match
46 PICCOLA SAN GEO | 2026-03-15 | x1 | no_match
COPPA CITTA' DI GENOVA | 2026-03-15 | x1 | no_match
LA GARIBALDINA | 2026-03-15 | x1 | no_match
5 MEMORIAL PAOLO BAICCHI | 2026-03-15 | x1 | no_match
49 TROFEO ZINELLI MARIO E TERESI' A M | 2026-03-15 | x1 | no_match
42 TROFEO VALLONCINI ERNESTO A M | 2026-03-15 | x1 | no_match
42 TROFEO VALLONCINI ERNESTO A M | 2026-03-15 | x1 | no_match
MEMORIAL MICHELA FANINI DONNE ESORDIENTI PRIMO ANNO | 2026-03-15 | x1 | no_match
MEMORIAL MICHELA FANINI DONNE ESORDIENTI SECONDO ANNO | 2026-03-15 | x1 | no_match
4 CRONOVERSILIA | 2026-03-09 | x1 | no_match
CIRCUITO DELLE CONCHE | 2026-03-08 | x1 | no_match
14 GRAN PREMIO DELL'INDUSTRIA DI CIVITANOVA MARCHE | 2026-03-08 | x1 | no_match
GRAN PREMIO CITTA' DI NONANTOLA | 2026-03-08 | x1 | no_match
GRAN PREMIO CITTA' DI NONANTOLA | 2026-03-08 | x1 | no_match
MEMORIAL CLARA E FALIERO VANGI | 2026-03-08 | x1 | no_match
ORO IN EURO | 2026-03-08 | x1 | no_match
12 STRADE BIANCHE DONNE | 2026-03-07 | x1 | no_match
GRAN PREMIO GIULIANO BARONTI | 2026-03-01 | x1 | no_match
MEDAGLIA ORO SPORTIVI LA RIZZA | 2026-03-01 | x1 | no_match
TROFEO TECNOMECCANICA | 2026-03-01 | x1 | no_match
59 COPPA BELRICETTO | 2026-03-01 | x1 | no_match
TROFEO TECNOMECCANICA | 2026-03-01 | x1 | no_match
24 GRAN PREMIO DE NARDI | 2026-03-01 | x1 | no_match
32 MEMORIAL POLESE | 2026-02-28 | x1 | no_match
5 MISANO 100 OPEN GAMES | 2026-02-22 | x1 | no_match
64 GRAN PREMIO LA TORRE | 2026-02-22 | x1 | no_match
39 FIRENZE EMPOLI | 2026-02-21 | x1 | no_match
TROFEO MUGELLO BIKE EXPO | 2026-02-15 | x1 | no_match
102 COPPA SAN GEO | 2026-02-14 | x1 | no_match
TROFEO CAMPIONI MUGELLANI | 2026-02-14 | x1 | no_match
TROFEO ARTI E MESTIERI DELLA TRADIZIONE MUGELLANA | 2026-02-14 | x1 | no_match
